Id,Expected
0_2_54,62.70000000000001
0_2_55,63.43333333333334
0_2_56,63.13333333333333
0_2_57,63.9
0_2_58,63.53333333333333
0_2_59,64.39999999999999
0_2_60,64.5
0_2_61,64.0
0_2_62,64.56666666666666
0_2_63,63.76666666666667
0_2_64,65.5
0_2_65,64.86666666666666
0_2_66,65.73333333333333
0_2_67,66.8
0_2_68,66.16666666666667
0_2_69,65.06666666666666
0_2_70,65.60000000000001
0_2_71,65.3
0_2_72,64.60000000000001
0_2_73,64.7
0_2_74,64.0
0_2_75,66.9
0_2_76,67.8
0_2_77,66.60000000000001
0_2_78,67.46666666666665
0_2_79,67.96666666666667
0_2_80,67.49999999999999
0_2_81,67.10000000000001
0_2_82,66.43333333333334
0_2_83,66.23333333333333
0_2_84,65.86666666666666
0_2_85,66.99999999999999
0_2_86,65.43333333333332
0_2_87,64.76666666666667
0_2_88,65.89999999999999
0_2_89,67.23333333333333
0_2_90,67.46666666666667
0_2_91,66.4
0_2_92,65.53333333333335
0_2_93,65.3
0_2_94,65.36666666666666
0_2_95,66.2
0_2_96,66.03333333333333
0_2_97,65.0
0_2_98,64.16666666666667
0_2_99,64.2
1_0_0,509.0
1_0_1,509.6666666666667
1_0_2,487.0
1_0_3,492.0
1_0_4,505.0
1_0_5,516.3333333333334
1_0_6,527.3333333333334
1_0_7,511.6666666666667
1_0_8,517.0
1_0_9,515.3333333333334
1_0_10,517.6666666666666
1_0_11,535.0
1_0_12,532.6666666666666
1_0_13,508.6666666666667
1_0_14,506.3333333333333
1_0_15,514.6666666666666
1_0_16,510.6666666666667
1_0_17,523.3333333333334
1_0_18,524.3333333333334
1_0_19,513.6666666666666
1_0_20,521.0
1_0_21,504.6666666666667
1_0_22,528.3333333333334
1_0_23,509.6666666666667
1_0_24,496.3333333333333
1_0_25,509.3333333333333
1_0_26,495.0
1_0_27,499.6666666666667
1_0_28,498.0
1_0_29,515.0
1_0_30,518.0
1_0_31,508.3333333333333
1_0_32,515.0
1_0_33,508.3333333333333
1_0_34,512.0
1_0_35,499.3333333333333
1_0_36,512.6666666666666
1_0_37,504.0
1_0_38,498.0
1_0_39,490.3333333333333
1_0_40,502.0
1_0_41,511.0
1_0_42,490.0
1_0_43,464.3333333333333
1_0_44,473.3333333333333
1_0_45,491.3333333333333
1_0_46,470.6666666666667
1_0_47,475.6666666666667
1_0_48,493.6666666666667
1_0_49,472.6666666666667
1_0_50,457.3333333333333
1_0_51,490.3333333333333
1_0_52,445.0
1_0_53,452.3333333333333
1_0_54,456.6666666666667
1_0_55,459.3333333333333
1_0_56,468.3333333333333
1_0_57,446.3333333333333
1_0_58,432.3333333333333
1_0_59,446.3333333333333
1_0_60,372.0
1_0_61,376.0
1_0_62,391.0
1_0_63,405.3333333333333
1_0_64,426.6666666666667
1_0_65,421.0
1_0_66,414.6666666666667
1_0_67,404.3333333333333
1_0_68,382.6666666666667
1_0_69,397.0
1_0_70,357.0
1_0_71,338.0
1_0_72,342.0
1_0_73,331.0
1_0_74,354.3333333333333
1_0_75,310.0
1_0_76,318.3333333333333
1_0_77,274.3333333333333
1_0_78,263.6666666666667
1_0_79,276.0
1_0_80,280.6666666666667
1_0_81,259.3333333333333
1_0_82,228.66666666666666
1_0_83,257.3333333333333
1_0_84,238.33333333333334
1_0_85,289.3333333333333
1_0_86,256.3333333333333
1_0_87,234.0
1_0_88,231.66666666666666
1_0_89,226.0
1_0_90,213.33333333333334
1_0_91,208.33333333333334
1_0_92,211.0
1_0_93,211.33333333333334
1_0_94,205.0
1_0_95,188.66666666666666
1_0_96,206.0
1_0_97,188.0
1_0_98,185.66666666666666
1_0_99,182.33333333333334
1_1_0,0.14956666666666665
1_1_1,0.14966666666666667
1_1_2,0.13786666666666667
1_1_3,0.14456666666666665
1_1_4,0.15843333333333334
1_1_5,0.1536
1_1_6,0.15823333333333334
1_1_7,0.1506333333333333
1_1_8,0.15993333333333334
1_1_9,0.14866666666666667
1_1_10,0.15036666666666668
1_1_11,0.15683333333333335
1_1_12,0.14843333333333333
1_1_13,0.1503
1_1_14,0.13976666666666668
1_1_15,0.14183333333333334
1_1_16,0.15216666666666667
1_1_17,0.1467
1_1_18,0.15283333333333335
1_1_19,0.14696666666666666
1_1_20,0.14830000000000002
1_1_21,0.1444
1_1_22,0.1496333333333333
1_1_23,0.14473333333333332
1_1_24,0.1448
1_1_25,0.14753333333333332
1_1_26,0.1406
1_1_27,0.13843333333333332
1_1_28,0.144
1_1_29,0.14600000000000002
1_1_30,0.14353333333333332
1_1_31,0.1439
1_1_32,0.1419
1_1_33,0.14036666666666667
1_1_34,0.1388666666666667
1_1_35,0.13763333333333333
1_1_36,0.1424
1_1_37,0.14043333333333333
1_1_38,0.14203333333333334
1_1_39,0.13549999999999998
1_1_40,0.13873333333333335
1_1_41,0.1458
1_1_42,0.13673333333333335
1_1_43,0.13333333333333333
1_1_44,0.1377
1_1_45,0.14276666666666668
1_1_46,0.1354
1_1_47,0.1340333333333333
1_1_48,0.14959999999999998
1_1_49,0.12853333333333333
1_1_50,0.13023333333333334
1_1_51,0.14553333333333332
1_1_52,0.12746666666666667
1_1_53,0.13293333333333332
1_1_54,0.13859999999999997
1_1_55,0.13226666666666667
1_1_56,0.13433333333333333
1_1_57,0.12953333333333333
1_1_58,0.12586666666666668
1_1_59,0.13016666666666668
1_1_60,0.10556666666666666
1_1_61,0.11033333333333334
1_1_62,0.1073
1_1_63,0.11483333333333333
1_1_64,0.12369999999999999
1_1_65,0.12203333333333333
1_1_66,0.1178
1_1_67,0.1159
1_1_68,0.11073333333333334
1_1_69,0.11726666666666667
1_1_70,0.09893333333333333
1_1_71,0.09066666666666667
1_1_72,0.09526666666666667
1_1_73,0.08839999999999999
1_1_74,0.10136666666666667
1_1_75,0.0823
1_1_76,0.08743333333333332
1_1_77,0.08616666666666667
1_1_78,0.083
1_1_79,0.0853
1_1_80,0.0788
1_1_81,0.0863
1_1_82,0.07156666666666668
1_1_83,0.082
1_1_84,0.0777
1_1_85,0.08833333333333333
1_1_86,0.08243333333333334
1_1_87,0.08326666666666667
1_1_88,0.08136666666666666
1_1_89,0.07903333333333333
1_1_90,0.0747
1_1_91,0.07129999999999999
1_1_92,0.06949999999999999
1_1_93,0.0729
1_1_94,0.0686
1_1_95,0.06383333333333334
1_1_96,0.07376666666666666
1_1_97,0.0626
1_1_98,0.0667
1_1_99,0.06686666666666667
1_2_0,61.76666666666667
1_2_1,62.06666666666666
1_2_2,62.833333333333336
1_2_3,62.666666666666664
1_2_4,60.633333333333326
1_2_5,61.03333333333334
1_2_6,60.9
1_2_7,61.43333333333334
1_2_8,60.666666666666664
1_2_9,61.866666666666674
1_2_10,62.13333333333333
1_2_11,62.1
1_2_12,63.46666666666667
1_2_13,62.666666666666664
1_2_14,64.0
1_2_15,64.76666666666667
1_2_16,63.06666666666666
1_2_17,63.73333333333333
1_2_18,63.0
1_2_19,63.06666666666666
1_2_20,63.166666666666664
1_2_21,63.366666666666674
1_2_22,63.73333333333333
1_2_23,63.73333333333333
1_2_24,62.93333333333334
1_2_25,62.699999999999996
1_2_26,63.53333333333333
1_2_27,64.46666666666665
1_2_28,63.6
1_2_29,63.93333333333334
1_2_30,64.63333333333334
1_2_31,64.43333333333334
1_2_32,65.0
1_2_33,65.16666666666667
1_2_34,65.9
1_2_35,65.9
1_2_36,65.60000000000001
1_2_37,65.10000000000001
1_2_38,64.83333333333333
1_2_39,65.36666666666667
1_2_40,65.5
1_2_41,64.8
1_2_42,65.03333333333333
1_2_43,64.26666666666667
1_2_44,63.699999999999996
1_2_45,63.20000000000001
1_2_46,63.23333333333333
1_2_47,63.96666666666666
1_2_48,62.366666666666674
1_2_49,64.53333333333333
1_2_50,64.33333333333333
1_2_51,63.333333333333336
1_2_52,63.73333333333333
1_2_53,63.36666666666667
1_2_54,62.29999999999999
1_2_55,63.06666666666666
1_2_56,63.63333333333333
1_2_57,63.56666666666666
1_2_58,63.53333333333333
1_2_59,63.53333333333333
1_2_60,64.63333333333334
1_2_61,64.46666666666668
1_2_62,65.7
1_2_63,65.60000000000001
1_2_64,65.89999999999999
1_2_65,65.83333333333333
1_2_66,66.49999999999999
1_2_67,66.43333333333332
1_2_68,66.3
1_2_69,66.26666666666667
1_2_70,67.56666666666666
1_2_71,69.10000000000001
1_2_72,68.7
1_2_73,69.60000000000001
1_2_74,68.63333333333334
1_2_75,69.66666666666667
1_2_76,69.56666666666666
1_2_77,67.53333333333335
1_2_78,67.33333333333333
1_2_79,67.0
1_2_80,67.63333333333333
1_2_81,66.39999999999999
1_2_82,66.86666666666667
1_2_83,65.60000000000001
1_2_84,67.60000000000001
1_2_85,66.26666666666667
1_2_86,65.66666666666667
1_2_87,64.03333333333335
1_2_88,65.83333333333333
1_2_89,66.5
1_2_90,67.5
1_2_91,66.86666666666666
1_2_92,67.8
1_2_93,66.8
1_2_94,68.2
1_2_95,68.76666666666667
1_2_96,67.7
1_2_97,69.43333333333332
1_2_98,67.86666666666666
1_2_99,65.93333333333334
2_0_0,373.0
2_0_1,377.6666666666667
2_0_2,382.3333333333333
2_0_3,339.6666666666667
2_0_4,333.3333333333333
2_0_5,366.0
2_0_6,362.3333333333333
2_0_7,401.6666666666667
2_0_8,353.6666666666667
2_0_9,368.6666666666667
2_0_10,365.0
2_0_11,365.6666666666667
2_0_12,387.3333333333333
2_0_13,374.6666666666667
2_0_14,375.0
2_0_15,390.0
2_0_16,382.0
2_0_17,368.0
2_0_18,388.3333333333333
2_0_19,389.3333333333333
2_0_20,371.0
2_0_21,377.0
2_0_22,388.0
2_0_23,369.3333333333333
2_0_24,370.6666666666667
2_0_25,385.6666666666667
2_0_26,354.3333333333333
2_0_27,361.6666666666667
2_0_28,349.0
2_0_29,349.0
2_0_30,363.0
2_0_31,357.3333333333333
2_0_32,366.0
2_0_33,352.0
2_0_34,349.0
2_0_35,371.0
2_0_36,348.0
2_0_37,344.3333333333333
2_0_38,334.3333333333333
2_0_39,324.6666666666667
2_0_40,323.3333333333333
2_0_41,324.3333333333333
2_0_42,336.0
2_0_43,342.0
2_0_44,322.0
2_0_45,320.0
2_0_46,305.6666666666667
2_0_47,322.3333333333333
2_0_48,301.6666666666667
2_0_49,329.0
2_0_50,272.6666666666667
2_0_51,293.3333333333333
2_0_52,293.6666666666667
2_0_53,288.3333333333333
2_0_54,297.6666666666667
2_0_55,297.3333333333333
2_0_56,318.0
2_0_57,296.0
2_0_58,305.0
2_0_59,278.6666666666667
2_0_60,292.6666666666667
2_0_61,275.0
2_0_62,276.3333333333333
2_0_63,288.0
2_0_64,280.6666666666667
2_0_65,285.3333333333333
2_0_66,298.0
2_0_67,281.3333333333333
2_0_68,270.3333333333333
2_0_69,254.66666666666666
2_0_70,270.0
2_0_71,258.0
2_0_72,248.0
2_0_73,238.0
2_0_74,232.33333333333334
2_0_75,240.66666666666666
2_0_76,224.0
2_0_77,225.33333333333334
2_0_78,225.0
2_0_79,203.0
2_0_80,206.66666666666666
2_0_81,205.66666666666666
2_0_82,215.0
2_0_83,203.66666666666666
2_0_84,202.33333333333334
2_0_85,212.33333333333334
2_0_86,199.66666666666666
2_0_87,204.66666666666666
2_0_88,196.33333333333334
2_0_89,182.66666666666666
2_0_90,197.66666666666666
2_0_91,183.0
2_0_92,181.33333333333334
2_0_93,161.0
2_0_94,178.66666666666666
2_0_95,180.33333333333334
2_0_96,156.33333333333334
2_0_97,173.0
2_0_98,161.0
2_0_99,150.33333333333334
2_1_0,0.11413333333333335
2_1_1,0.1161
2_1_2,0.11283333333333334
2_1_3,0.10049999999999999
2_1_4,0.10786666666666667
2_1_5,0.11503333333333333
2_1_6,0.11106666666666666
2_1_7,0.12183333333333334
2_1_8,0.1128
2_1_9,0.11750000000000001
2_1_10,0.1103
2_1_11,0.11280000000000001
2_1_12,0.1191
2_1_13,0.12633333333333333
2_1_14,0.1386666666666667
2_1_15,0.12776666666666667
2_1_16,0.11246666666666666
2_1_17,0.13920000000000002
2_1_18,0.1181
2_1_19,0.12106666666666667
2_1_20,0.12143333333333334
2_1_21,0.11753333333333332
2_1_22,0.1208
2_1_23,0.11396666666666666
2_1_24,0.1163
2_1_25,0.11303333333333332
2_1_26,0.10136666666666666
2_1_27,0.12103333333333333
2_1_28,0.12033333333333333
2_1_29,0.11076666666666668
2_1_30,0.13033333333333333
2_1_31,0.11146666666666666
2_1_32,0.11386666666666667
2_1_33,0.10690000000000001
2_1_34,0.1082
2_1_35,0.11013333333333335
2_1_36,0.10723333333333333
2_1_37,0.10363333333333331
2_1_38,0.10126666666666667
2_1_39,0.1075
2_1_40,0.09726666666666665
2_1_41,0.09606666666666668
2_1_42,0.10383333333333333
2_1_43,0.09886666666666667
2_1_44,0.0978
2_1_45,0.09656666666666668
2_1_46,0.09349999999999999
2_1_47,0.09656666666666668
2_1_48,0.0947
2_1_49,0.10260000000000001
2_1_50,0.08760000000000001
2_1_51,0.08746666666666668
2_1_52,0.09276666666666666
2_1_53,0.10299999999999998
2_1_54,0.09956666666666665
2_1_55,0.12166666666666666
2_1_56,0.10976666666666668
2_1_57,0.09553333333333332
2_1_58,0.0906
2_1_59,0.09006666666666667
2_1_60,0.0929
2_1_61,0.0802
2_1_62,0.08700000000000001
2_1_63,0.08373333333333333
2_1_64,0.08689999999999999
2_1_65,0.08793333333333335
2_1_66,0.0904
2_1_67,0.08976666666666666
2_1_68,0.08390000000000002
2_1_69,0.0838
2_1_70,0.08596666666666668
2_1_71,0.0775
2_1_72,0.07486666666666668
2_1_73,0.07606666666666666
2_1_74,0.07416666666666666
2_1_75,0.07766666666666666
2_1_76,0.0685
2_1_77,0.06813333333333334
2_1_78,0.07186666666666666
2_1_79,0.0685
2_1_80,0.07063333333333334
2_1_81,0.06336666666666667
2_1_82,0.0687
2_1_83,0.0672
2_1_84,0.0636
2_1_85,0.06803333333333333
2_1_86,0.06996666666666666
2_1_87,0.06406666666666666
2_1_88,0.0631
2_1_89,0.06476666666666665
2_1_90,0.06286666666666667
2_1_91,0.0623
2_1_92,0.0607
2_1_93,0.0588
2_1_94,0.059133333333333336
2_1_95,0.056999999999999995
2_1_96,0.057433333333333336
2_1_97,0.06256666666666667
2_1_98,0.056566666666666675
2_1_99,0.05446666666666666
2_2_0,60.9
2_2_1,61.73333333333333
2_2_2,61.53333333333333
2_2_3,61.833333333333336
2_2_4,61.23333333333333
2_2_5,61.26666666666667
2_2_6,61.0
2_2_7,60.0
2_2_8,60.63333333333333
2_2_9,60.36666666666667
2_2_10,60.6
2_2_11,60.53333333333333
2_2_12,60.23333333333334
2_2_13,59.199999999999996
2_2_14,56.73333333333333
2_2_15,57.06666666666666
2_2_16,59.1
2_2_17,56.93333333333334
2_2_18,59.6
2_2_19,59.76666666666667
2_2_20,59.13333333333333
2_2_21,59.63333333333333
2_2_22,60.0
2_2_23,60.53333333333333
2_2_24,60.36666666666667
2_2_25,61.1
2_2_26,60.1
2_2_27,60.13333333333333
2_2_28,59.5
2_2_29,60.13333333333333
2_2_30,58.800000000000004
2_2_31,59.03333333333333
2_2_32,60.56666666666666
2_2_33,61.1
2_2_34,61.300000000000004
2_2_35,62.166666666666664
2_2_36,61.866666666666674
2_2_37,62.56666666666666
2_2_38,61.86666666666667
2_2_39,62.26666666666667
2_2_40,62.56666666666666
2_2_41,62.46666666666667
2_2_42,62.93333333333334
2_2_43,62.93333333333334
2_2_44,63.0
2_2_45,62.666666666666664
2_2_46,62.300000000000004
2_2_47,61.13333333333333
2_2_48,61.56666666666667
2_2_49,61.06666666666666
2_2_50,62.0
2_2_51,62.03333333333334
2_2_52,60.86666666666667
2_2_53,59.36666666666667
2_2_54,59.03333333333334
2_2_55,57.333333333333336
2_2_56,57.76666666666667
2_2_57,59.79999999999999
2_2_58,60.93333333333334
2_2_59,60.93333333333334
2_2_60,60.866666666666674
2_2_61,61.86666666666667
2_2_62,60.699999999999996
2_2_63,61.1
2_2_64,62.6
2_2_65,63.06666666666666
2_2_66,63.36666666666667
2_2_67,63.6
2_2_68,63.6
2_2_69,63.03333333333334
2_2_70,63.46666666666666
2_2_71,63.666666666666664
2_2_72,65.43333333333334
2_2_73,65.03333333333335
2_2_74,64.0
2_2_75,64.33333333333333
2_2_76,64.0
2_2_77,64.66666666666667
2_2_78,63.63333333333333
2_2_79,64.0
2_2_80,62.699999999999996
2_2_81,63.833333333333336
2_2_82,63.06666666666666
2_2_83,62.166666666666664
2_2_84,61.96666666666667
2_2_85,62.73333333333333
2_2_86,61.666666666666664
2_2_87,63.03333333333334
2_2_88,61.800000000000004
2_2_89,62.76666666666667
2_2_90,62.63333333333333
2_2_91,63.26666666666667
2_2_92,63.46666666666666
2_2_93,62.93333333333334
2_2_94,62.46666666666667
2_2_95,63.333333333333336
2_2_96,63.73333333333333
2_2_97,62.73333333333333
2_2_98,61.96666666666667
2_2_99,62.5
3_0_0,560.3333333333334
3_0_1,562.0
3_0_2,519.6666666666666
3_0_3,505.3333333333333
3_0_4,520.6666666666666
3_0_5,566.0
3_0_6,536.3333333333334
3_0_7,552.0
3_0_8,528.3333333333334
3_0_9,553.3333333333334
3_0_10,522.3333333333334
3_0_11,513.3333333333334
3_0_12,524.0
3_0_13,492.6666666666667
3_0_14,511.0
3_0_15,500.6666666666667
3_0_16,539.0
3_0_17,552.3333333333334
3_0_18,539.0
3_0_19,559.6666666666666
3_0_20,537.0
3_0_21,511.3333333333333
3_0_22,515.0
3_0_23,511.6666666666667
3_0_24,510.3333333333333
3_0_25,525.6666666666666
3_0_26,511.6666666666667
3_0_27,542.6666666666666
3_0_28,525.0
3_0_29,533.6666666666666
3_0_30,521.6666666666666
3_0_31,528.6666666666666
3_0_32,522.6666666666666
3_0_33,480.6666666666667
3_0_34,458.0
3_0_35,394.3333333333333
3_0_36,444.6666666666667
3_0_37,415.3333333333333
3_0_38,426.0
3_0_39,399.0
3_0_40,376.0
3_0_41,374.3333333333333
3_0_42,373.0
3_0_43,369.6666666666667
3_0_44,402.6666666666667
3_0_45,377.0
3_0_46,354.3333333333333
3_0_47,348.0
3_0_48,377.0
3_0_49,343.6666666666667
3_0_50,324.3333333333333
3_0_51,319.0
3_0_52,292.0
3_0_53,326.6666666666667
3_0_54,304.3333333333333
3_0_55,323.3333333333333
3_0_56,322.3333333333333
3_0_57,309.6666666666667
3_0_58,325.6666666666667
3_0_59,318.3333333333333
3_0_60,319.6666666666667
3_0_61,330.3333333333333
3_0_62,336.0
3_0_63,297.3333333333333
3_0_64,299.6666666666667
3_0_65,317.6666666666667
3_0_66,326.0
3_0_67,339.0
3_0_68,331.6666666666667
3_0_69,285.3333333333333
3_0_70,291.6666666666667
3_0_71,280.6666666666667
3_0_72,296.6666666666667
3_0_73,270.6666666666667
3_0_74,266.0
3_0_75,251.0
3_0_76,247.0
3_0_77,236.33333333333334
3_0_78,268.3333333333333
3_0_79,256.6666666666667
3_0_80,248.66666666666666
3_0_81,224.0
3_0_82,210.33333333333334
3_0_83,213.66666666666666
3_0_84,228.33333333333334
3_0_85,205.0
3_0_86,196.66666666666666
3_0_87,185.66666666666666
3_0_88,171.0
3_0_89,164.66666666666666
3_0_90,190.33333333333334
3_0_91,161.33333333333334
3_0_92,164.33333333333334
3_0_93,148.66666666666666
3_0_94,139.33333333333334
3_0_95,154.66666666666666
3_0_96,155.33333333333334
3_0_97,141.0
3_0_98,134.0
3_0_99,117.66666666666667
3_1_0,0.1664
3_1_1,0.17320000000000002
3_1_2,0.18503333333333336
3_1_3,0.1593
3_1_4,0.16313333333333332
3_1_5,0.1743
3_1_6,0.2039
3_1_7,0.19243333333333332
3_1_8,0.1798
3_1_9,0.18059999999999998
3_1_10,0.19486666666666666
3_1_11,0.1884333333333333
3_1_12,0.17203333333333334
3_1_13,0.2537333333333333
3_1_14,0.2301333333333333
3_1_15,0.21516666666666664
3_1_16,0.2129
3_1_17,0.18696666666666664
3_1_18,0.19820000000000002
3_1_19,0.18723333333333333
3_1_20,0.2202666666666667
3_1_21,0.2323666666666667
3_1_22,0.20973333333333333
3_1_23,0.18846666666666667
3_1_24,0.1625
3_1_25,0.14813333333333334
3_1_26,0.16
3_1_27,0.1656
3_1_28,0.1943666666666667
3_1_29,0.1775
3_1_30,0.1541
3_1_31,0.14693333333333333
3_1_32,0.1375333333333333
3_1_33,0.12563333333333335
3_1_34,0.1155
3_1_35,0.1025
3_1_36,0.11763333333333333
3_1_37,0.11296666666666666
3_1_38,0.11633333333333333
3_1_39,0.1057
3_1_40,0.09846666666666666
3_1_41,0.09839999999999999
3_1_42,0.10366666666666668
3_1_43,0.10016666666666667
3_1_44,0.11293333333333333
3_1_45,0.10503333333333333
3_1_46,0.09593333333333333
3_1_47,0.09383333333333332
3_1_48,0.10283333333333333
3_1_49,0.0992
3_1_50,0.08946666666666668
3_1_51,0.08683333333333333
3_1_52,0.08336666666666666
3_1_53,0.09013333333333333
3_1_54,0.08346666666666665
3_1_55,0.09083333333333334
3_1_56,0.08800000000000001
3_1_57,0.09106666666666667
3_1_58,0.08843333333333332
3_1_59,0.09010000000000001
3_1_60,0.09133333333333332
